,primaryTitle,HoursViewed,Runtime,Views,startYear,genres
1420,The Open House,3200000,1:35,2000000,2018,"Horror,Thriller"
1426,Wanita Ahli Neraka,3200000,1:35,2000000,2024,Horror
1385,Dosen Ghaib: It's Nighttime or You Already Know,3100000,1:35,2000000,2024,"Horror,Thriller"
1422,The Silencing,3100000,1:34,2000000,2020,"Action,Crime,Mystery"
1419,The Devil's Bride,3000000,1:31,2000000,2025,"Horror,Thriller"
1379,Biggest Heist Ever,2900000,1:27,2000000,2024,"Biography,Crime,Documentary"
1384,Don't Breathe,2900000,1:29,2000000,2016,"Crime,Horror,Thriller"
1376,Afraid,2800000,1:25,2000000,2024,"Horror,Mystery,Sci-Fi"
1381,Chacun chez soi,2800000,1:23,2000000,2020,Comedy
1382,Darkness Falls,2800000,1:26,2000000,2003,"Fantasy,Horror,Mystery"
1398,Latte & the Magic Waterstone,2800000,1:23,2000000,2019,"Adventure,Animation,Comedy"
1373,(Un)lucky Sisters,2700000,1:23,2000000,2024,Comedy
1401,Malibu Rescue: The Next Wave,2400000,1:11,2000000,2020,Family
1397,Inside the Mind of a Cat,2300000,1:08,2000000,2022,Documentary
1457,Jawan,5500000,2:51,1900000,2023,"Action,Crime,Drama"
1430,2nd Miracle in Cell No. 7,4600000,2:27,1900000,2024,"Comedy,Drama,Family"
1478,The Big 4,4600000,2:22,1900000,2022,"Action,Comedy,Crime"
1486,The Shawshank Redemption,4600000,2:22,1900000,1994,Drama
1459,Kill Boksoon,4500000,2:19,1900000,2023,"Action,Thriller"
1462,Meenakshi Sundareshwar,4500000,2:21,1900000,2021,"Comedy,Romance"
1481,The Mask of Zorro,4400000,2:18,1900000,1998,"Action,Adventure,Comedy"
1443,Bruised,4200000,2:13,1900000,2020,"Drama,Sport"
1475,Sorga vaasal,4200000,2:15,1900000,2015,"Comedy,Music,Musical"
1484,The Pale Blue Eye,4200000,2:10,1900000,2022,"Crime,Horror,Mystery"
1473,Shaitaan,4100000,2:08,1900000,2024,"Drama,Horror,Thriller"
1474,She Said,4000000,2:09,1900000,2022,"Crime,Drama,History"
1432,Ad Astra,3900000,2:04,1900000,2019,"Adventure,Drama,Mystery"
1435,Bandit,3900000,2:06,1900000,2022,"Biography,Crime,Drama"
1442,Bridesmaids,3900000,2:05,1900000,2011,Comedy
1456,Harriet,3900000,2:06,1900000,2019,"Action,Biography,Drama"
1429,1917,3800000,1:59,1900000,2019,"Action,Drama,War"
1455,Guilty Pleasure,3800000,1:59,1900000,2024,"Drama,Romance,Thriller"
1458,Kaka Boss,3800000,2:00,1900000,2024,"Comedy,Drama"
1477,The Best Man Holiday,3800000,2:03,1900000,2013,"Comedy,Drama"
1431,A Business Proposal,3700000,1:58,1900000,2025,"Comedy,Drama,Romance"
1437,Believer 2,3700000,1:56,1900000,2023,"Action,Crime,Thriller"
1448,Drawing Closer,3700000,2:00,1900000,2024,"Drama,Romance"
1463,Megan Leavey,3700000,1:56,1900000,2017,"Action,Biography,Drama"
1472,Scream,3700000,1:55,1900000,2022,"Horror,Mystery,Thriller"
1488,Total Recall,3600000,1:54,1900000,1990,"Action,Adventure,Sci-Fi"
1441,Borderless Fog,3500000,1:52,1900000,2024,"Crime,Drama,Mystery"
1438,Below Zero,3400000,1:47,1900000,2021,"Action,Adventure,Crime"
1483,The Other Woman,3400000,1:49,1900000,2014,"Comedy,Romance"
1490,Uncommon Valor,3400000,1:45,1900000,1983,"Action,Drama,Thriller"
1491,What a Girl Wants,3400000,1:45,1900000,2003,"Comedy,Drama,Family"
1444,Cargo,3300000,1:44,1900000,2017,"Drama,Horror,Sci-Fi"
1464,Mosul,3300000,1:43,1900000,2019,"Action,Drama,Thriller"
1468,Rest in Peace,3300000,1:47,1900000,2024,"Drama,Thriller"
1479,The Blue Lagoon,3300000,1:45,1900000,1980,"Adventure,Drama,Romance"
1460,Lara Croft: Tomb Raider,3200000,1:41,1900000,2001,"Action,Adventure,Fantasy"
1461,Mechanic: Resurrection,3200000,1:39,1900000,2016,"Action,Adventure,Thriller"
1471,Scoop,3200000,1:43,1900000,2024,"Biography,Drama"
1480,The Hangover Part III,3200000,1:40,1900000,2013,"Comedy,Crime"
1440,Blood & Gold,3100000,1:39,1900000,2023,"Action,Drama,War"
1449,Eli,3100000,1:38,1900000,2019,"Drama,Horror,Mystery"
1485,The Perfect Find,3100000,1:40,1900000,2023,"Comedy,Drama,Romance"
1434,The Secret World of Arrietty,3000000,1:35,1900000,2010,"Adventure,Animation,Drama"
1451,Evil Dead Rise,3000000,1:37,1900000,2023,Horror
1454,"Good Luck to You, Leo Grande",3000000,1:37,1900000,2022,"Comedy,Drama"
1465,Naked,3000000,1:37,1900000,2017,"Comedy,Fantasy,Romance"
1467,Resident Evil: Apocalypse,3000000,1:34,1900000,2004,"Action,Horror,Sci-Fi"
1469,Restless,3000000,1:37,1900000,2022,"Action,Crime,Thriller"
1445,Cujo,2900000,1:33,1900000,1983,"Horror,Thriller"
1446,Death at a Funeral,2900000,1:33,1900000,2010,"Comedy,Drama"
1450,Escape,2900000,1:34,1900000,2024,"Action,Adventure,Thriller"
1452,Final Destination 2,2900000,1:30,1900000,2003,"Horror,Thriller"
1453,Freaks: You're One of Us,2900000,1:33,1900000,2020,"Drama,Fantasy,Sci-Fi"
1439,Big Fat Liar,2800000,1:28,1900000,2002,"Adventure,Comedy,Family"
1482,The Miracle Club,2800000,1:30,1900000,2023,"Comedy,Drama"
1433,Army of One,2700000,1:27,1900000,2020,Action
1470,Romance in Style,2700000,1:27,1900000,2022,"Comedy,Romance"
1466,Pokémon: The Arceus Chronicles,2100000,1:05,1900000,2022,"Action,Adventure,Animation"
1436,Barbie and Stacie to the Rescue,1900000,1:01,1900000,2024,"Animation,Family"
1487,The Wonderful Story of Henry Sugar,1300000,0:41,1900000,2023,"Adventure,Comedy,Drama"
1489,Turminha Paraiso,900000,0:28,1900000,2014,Animation
1476,The After,600000,0:19,1900000,2012,"Comedy,Drama,Romance"
1537,The Hateful Eight,5000000,2:48,1800000,2015,"Crime,Drama,Mystery"
1511,Girls to Buy,4300000,2:24,1800000,2021,"Action,Crime,Drama"
1520,Man of Steel,4300000,2:23,1800000,2013,"Action,Adventure,Sci-Fi"
1536,The Devil All the Time,4200000,2:19,1800000,2020,"Crime,Drama,Thriller"
1546,The Swimmers,4100000,2:16,1800000,2022,"Biography,Drama,Sport"
1541,The Matrix,4000000,2:16,1800000,1999,"Action,Sci-Fi"
1548,Top Gun: Maverick,4000000,2:10,1800000,2022,"Action,Drama"
1543,The Paradise of Thorns,3900000,2:11,1800000,2024,"Drama,Thriller"
1551,We Have a Ghost,3900000,2:07,1800000,2023,"Adventure,Comedy,Family"
1526,Operation Mincemeat,3800000,2:08,1800000,2021,"Drama,War"
1535,Suzume,3600000,2:02,1800000,2022,"Adventure,Animation,Drama"
1507,Enough,3500000,1:55,1800000,2002,"Crime,Drama,Thriller"
1517,Logan Lucky,3500000,1:59,1800000,2017,"Action,Comedy,Crime"
1521,Medieval,3500000,2:00,1800000,2022,"Action,Drama,History"
1545,The Pursuit of Happyness,3500000,1:57,1800000,2006,"Biography,Drama"
1500,Boyz n the Hood,3400000,1:52,1800000,1991,"Crime,Drama"
1539,The Last: Naruto the Movie,3400000,1:52,1800000,2014,"Action,Adventure,Animation"
1540,The Man from U.N.C.L.E.,3400000,1:56,1800000,2015,"Action,Adventure,Comedy"
1493,99 Homes,3300000,1:51,1800000,2014,"Crime,Drama"
1503,Cell 211,3200000,1:48,1800000,2009,"Action,Crime,Drama"
1524,Nanny McPhee Returns,3200000,1:49,1800000,2010,"Comedy,Family,Fantasy"
1527,Perewangan,3200000,1:49,1800000,2024,"Horror,Mystery,Thriller"
1532,Risky Business,3200000,1:47,1800000,2024,"Comedy,Crime,Drama"
1544,The Postcard Killings,3200000,1:44,1800000,2020,"Crime,Drama,Mystery"
1552,Whiplash,3200000,1:47,1800000,2014,"Drama,Music"
1494,A Lagos Love Story,3100000,1:45,1800000,2025,"Comedy,Romance"
1497,A Whisker Away,3100000,1:45,1800000,2020,"Adventure,Animation,Drama"
1498,Ashes,3100000,1:41,1800000,2024,"Drama,Romance"
1512,Hardball,3100000,1:46,1800000,2001,"Comedy,Drama,Sport"
1518,Make Me Believe,3100000,1:44,1800000,2023,"Comedy,Romance"
1523,Mr. Harrigan's Phone,3100000,1:46,1800000,2022,"Drama,Horror,Mystery"
1549,Tyson's Run,3100000,1:43,1800000,2022,Drama
1554,Yes Man,3100000,1:44,1800000,2008,"Comedy,Romance"
1501,Bridget Jones's Diary,3000000,1:38,1800000,2001,"Comedy,Drama,Romance"
1510,"Game Over, Man!",3000000,1:42,1800000,2018,"Action,Comedy"
1530,Resident Evil,3000000,1:41,1800000,2002,"Action,Horror,Sci-Fi"
1542,The Noel Diary,3000000,1:41,1800000,2022,"Comedy,Drama,Romance"
1550,Uncle Buck,3000000,1:40,1800000,1989,Comedy
1499,Blue Miracle,2900000,1:37,1800000,2021,"Adventure,Biography,Drama"
1506,DJ Cinderella,2900000,1:35,1800000,2019,"Family,Music,Romance"
1508,Falling for Christmas,2900000,1:35,1800000,2022,"Comedy,Romance"
1525,Nappily Ever After,2900000,1:39,1800000,2018,"Comedy,Drama,Romance"
1534,Stand by Me Doraemon 2,2900000,1:38,1800000,2020,"Animation,Comedy,Drama"
1547,The Transporter Refueled,2900000,1:36,1800000,2015,"Action,Thriller"
1492,3 Ninjas Kick Back,2800000,1:33,1800000,1994,"Action,Comedy,Family"
1509,Final Destination 3,2800000,1:33,1800000,2006,"Horror,Thriller"
1513,Hot Frosty,2800000,1:32,1800000,2024,"Comedy,Fantasy,Romance"
1516,Jigsaw,2800000,1:32,1800000,2017,"Horror,Mystery,Thriller"
1528,Hide and Seek,2800000,1:32,1800000,2024,Horror
1533,Riverdance: The Animated Adventure,2800000,1:34,1800000,2021,"Adventure,Animation,Comedy"
1553,Wrong Place,2800000,1:36,1800000,2022,"Action,Crime,Thriller"
1555,You Will Die in 6 Hours,2800000,1:31,1800000,2024,"Mystery,Thriller"
1495,A Royal Date for Christmas,2700000,1:28,1800000,2023,"Comedy,Romance"
1496,A Thousand Words,2700000,1:32,1800000,2012,"Comedy,Drama,Fantasy"
1505,Crossroads,2700000,1:29,1800000,2002,"Comedy,Drama,Romance"
1531,Return of the King: The Fall and Rise of Elvis Presley,2700000,1:31,1800000,2024,"Documentary,Music"
1502,Carriers,2600000,1:25,1800000,2009,"Adventure,Drama,Horror"
1514,How to Rob a Bank,2600000,1:28,1800000,2024,"Action,Crime,Documentary"
1538,The House,2600000,1:28,1800000,2017,"Comedy,Crime"
1529,Reality,2500000,1:22,1800000,2023,Drama
1519,Malibu Rescue,2100000,1:10,1800000,2019,"Action,Comedy,Family"
1522,Mighty Morphin Power Rangers: Once & Always,1700000,0:58,1800000,2023,"Action,Adventure,Drama"
1504,Closing Dynasty,500000,0:17,1800000,2023,Short
1515,If Anything Happens I Love You,400000,0:13,1800000,2020,"Animation,Drama,Short"
1592,Salaar,4800000,2:54,1700000,2023,"Action,Crime,Drama"
1621,Yeh Jawaani Hai Deewani,4600000,2:40,1700000,2013,"Comedy,Drama,Musical"
1606,The Place Beyond the Pines,3900000,2:20,1700000,2012,"Crime,Drama,Thriller"
1620,Wonder Woman,3900000,2:21,1700000,2017,"Action,Adventure,Fantasy"
1556,A Journal for Jordan,3800000,2:11,1700000,2021,"Drama,Romance,War"
1560,Ambulance,3800000,2:16,1700000,2022,"Action,Crime,Drama"
1590,Princess Mononoke,3700000,2:14,1700000,1997,"Adventure,Animation,Fantasy"
41,Se7en,3700000,2:07,1700000,1995,"Crime,Drama,Mystery"
1578,Indiana Jones and the Last Crusade,3600000,2:08,1700000,1989,"Action,Adventure"
1604,The Notebook,3600000,2:04,1700000,2004,"Drama,Romance"
1575,Hotel Mumbai,3500000,2:03,1700000,2018,"Action,Drama,History"
1617,What Happened to Monday,3500000,2:04,1700000,2017,"Action,Crime,Fantasy"
40,Raiders of the Lost Ark,3300000,1:56,1700000,1981,"Action,Adventure"
1562,Bionic,3200000,1:51,1700000,2024,"Action,Adventure,Sci-Fi"
1577,Identity Thief,3200000,1:51,1700000,2013,"Comedy,Crime,Drama"
1612,The Single Moms Club,3200000,1:51,1700000,2014,"Comedy,Drama"
1561,"Are You There God? It's Me, Margaret.",3100000,1:47,1700000,2023,"Comedy,Drama,Family"
1564,Case 39,3100000,1:51,1700000,2009,"Horror,Mystery,Thriller"
1571,Everything About My Wife,3100000,1:50,1700000,2025,"Comedy,Romance"
1572,Fall,3100000,1:47,1700000,2022,"Action,Thriller"
1580,Inheritance,3100000,1:51,1700000,2024,Documentary
1588,Once Upon a Crime,3100000,1:47,1700000,2023,"Adventure,Comedy,Crime"
1591,Resident Evil: The Final Chapter,3100000,1:47,1700000,2016,"Action,Horror,Sci-Fi"
1593,Scream,3100000,1:51,1700000,1996,"Horror,Mystery"
1566,Disturbia,3000000,1:45,1700000,2007,"Crime,Drama,Mystery"
1570,Eternal Sunshine of the Spotless Mind,3000000,1:48,1700000,2004,"Drama,Romance,Sci-Fi"
1586,November,3000000,1:47,1700000,2022,"Crime,Drama,Thriller"
1589,One More Shot,3000000,1:43,1700000,2024,"Action,Thriller"
1615,Veronica,3000000,1:45,1700000,2017,"Horror,Mystery"
1563,Bolehkah Sekali Saja Kumenangis,2900000,1:41,1700000,2024,Drama
1568,Doing Hard Time,2900000,1:41,1700000,2004,"Action,Drama"
1598,Soulcatcher,2900000,1:40,1700000,2023,"Action,Adventure,Thriller"
42,Vacaciones de verano,2900000,1:40,1700000,2023,"Comedy,Family"
1608,The Retirement Plan,2900000,1:43,1700000,2023,"Action,Comedy,Crime"
1618,Wine Country,2900000,1:44,1700000,2019,"Adventure,Comedy,Drama"
1576,Blood Debt,2800000,1:40,1700000,2024,Horror
1583,Mafia Mamma,2800000,1:41,1700000,2023,"Action,Comedy,Crime"
1587,Old Henry,2800000,1:39,1700000,2021,"Action,Drama,Western"
1596,Sniper,2800000,1:39,1700000,1993,"Action,Thriller,War"
1616,Walk. Ride. Rodeo.,2800000,1:40,1700000,2019,"Biography,Drama,Sport"
1619,Without a Paddle,2800000,1:39,1700000,2004,"Adventure,Comedy,Mystery"
1558,Accident Man: Hitman's Holiday,2700000,1:37,1700000,2022,"Action,Comedy,Crime"
1559,Airplane Mode,2700000,1:37,1700000,2020,"Comedy,Drama,Family"
1603,The Breakfast Club,2700000,1:37,1700000,1985,"Comedy,Drama"
1605,The Paramedic,2700000,1:34,1700000,2020,"Crime,Drama,Thriller"
1607,The Princess Switch: Switched Again,2700000,1:37,1700000,2020,"Comedy,Drama,Family"
1611,Tonight You're Sleeping with Me,2700000,1:33,1700000,2023,"Drama,Romance"
1613,Um Tio Quase Perfeito,2700000,1:36,1700000,2017,"Comedy,Family"
1614,Umjolo: The Gone Girl,2700000,1:33,1700000,2024,"Comedy,Drama,Romance"
1567,Divorce,2600000,1:33,1700000,2024,"Comedy,Drama"
1574,Hellhole,2600000,1:31,1700000,2022,"Horror,Mystery"
1581,Jurassic Park III,2600000,1:32,1700000,2001,"Action,Adventure,Sci-Fi"
1585,My Big Fat Greek Wedding 3,2600000,1:32,1700000,2023,"Comedy,Drama,Romance"
1597,Someone Great,2600000,1:32,1700000,2019,"Comedy,Romance"
1609,The Scorpion King,2600000,1:31,1700000,2002,"Action,Adventure,Fantasy"
1557,A Vampire in the Family,2500000,1:30,1700000,2023,"Comedy,Fantasy"
1595,Shark Whisperer,2500000,1:30,1700000,2025,Documentary
1599,Storks,2500000,1:27,1700000,2016,"Adventure,Animation,Comedy"
1622,One Hell of a Holiday!,2500000,1:27,1700000,2023,Comedy
38,Earwig and the Witch,2400000,1:24,1700000,2020,"Adventure,Animation,Family"
1582,Legend Quest: The Legend of La Nahuala,2400000,1:24,1700000,2007,"Animation,Family,Fantasy"
1584,Mid90s,2400000,1:25,1700000,2018,"Comedy,Drama"
43,"Tainah, an Amazon Adventure",2400000,1:27,1700000,2000,"Adventure,Family,Fantasy"
1610,The Wrath of Becky,2400000,1:24,1700000,2023,"Action,Thriller"
1602,The Animal,2300000,1:23,1700000,2001,"Comedy,Sci-Fi"
1565,Crime Diaries: The Celebrity Stylist,2000000,1:11,1700000,2023,Crime
39,Forgive Us Our Trespasses,400000,0:14,1700000,2022,"Drama,Short"
1648,Kabhi Khushi Kabhie Gham...,5600000,3:29,1600000,2001,"Drama,Musical,Romance"
1639,Gangubai Kathiawadi,4200000,2:33,1600000,2022,"Biography,Crime,Drama"
1631,Boxer,4000000,2:32,1600000,2024,"Drama,Sport"
1638,Fantastic Beasts: The Secrets of Dumbledore,3700000,2:23,1600000,2022,"Adventure,Fantasy"
1665,Red Sparrow,3700000,2:20,1600000,2018,"Action,Drama,Thriller"
1653,Manchester by the Sea,3600000,2:17,1600000,2016,Drama
2,U Pana Boga w Królowym Moscie,3500000,2:12,1600000,2024,Comedy
1657,My Name Is Loh Kiwan,3500000,2:13,1600000,2024,"Drama,Romance"
1630,Becoming Led Zeppelin,3300000,2:02,1600000,2025,"Documentary,Music"
1634,Dark Waters,3300000,2:07,1600000,2019,"Biography,Drama,History"
1649,King Arthur: Legend of the Sword,3300000,2:06,1600000,2017,"Action,Adventure,Drama"
1669,Snake Eyes,3300000,2:02,1600000,2021,"Action,Adventure,Crime"
1675,The Outsider,3300000,2:01,1600000,2018,"Crime,Drama,Thriller"
1677,The Piano Lesson,3300000,2:07,1600000,2024,"Drama,Music"
1682,They Cloned Tyrone,3300000,2:04,1600000,2023,"Comedy,Mystery,Sci-Fi"
1685,Yaksha: Ruthless Operations,3300000,2:06,1600000,2022,"Action,Crime,Thriller"
1625,90 Minutes in Heaven,3200000,2:02,1600000,2015,Drama
1650,Life Is Beautiful,3200000,1:59,1600000,1997,"Comedy,Drama,Romance"
1660,Ordinary Angels,3200000,1:58,1600000,2024,"Biography,Drama"
1683,War Room,3200000,2:00,1600000,2015,Drama
1633,Chef,3100000,1:55,1600000,2014,"Adventure,Comedy,Drama"
1666,Same Kind of Different as Me,3100000,2:00,1600000,2017,"Biography,Drama"
1668,Shirley,3100000,1:59,1600000,2024,"Biography,Drama,History"
1686,You Don't Mess with the Zohan,3100000,1:53,1600000,2008,"Action,Comedy"
1635,Detective Conan: Zero the Enforcer,3000000,1:50,1600000,2018,"Action,Adventure,Animation"
1637,Elysium,3000000,1:50,1600000,2013,"Action,Drama,Sci-Fi"
1641,Harbin,3000000,1:54,1600000,2024,"Action,Biography,Crime"
1643,Hitman: Agent Jun,3000000,1:50,1600000,2020,"Action,Comedy"
1654,Mean Girls,3000000,1:52,1600000,2024,"Comedy,Musical"
1659,Oceans 8,3000000,1:50,1600000,2004,Adventure
1684,Wonderland,3000000,1:55,1600000,2024,"Drama,Sci-Fi"
1623,2 Guns,2900000,1:49,1600000,2013,"Action,Comedy,Crime"
1628,All the Bright Places,2900000,1:49,1600000,2020,"Drama,Romance"
1667,Serena,2900000,1:50,1600000,2014,"Drama,History,Romance"
1672,The Four Seasons,2900000,1:48,1600000,1981,"Comedy,Drama"
1651,Limitless,2800000,1:45,1600000,2011,"Sci-Fi,Thriller"
1656,Mothering Sunday,2800000,1:44,1600000,2021,"Drama,Romance"
1663,Queen Bees,2800000,1:42,1600000,2021,"Comedy,Drama,Romance"
1670,Someone Borrowed,2800000,1:47,1600000,2022,"Comedy,Romance"
1671,The Chalk Line,2800000,1:46,1600000,2022,"Horror,Mystery,Thriller"
1674,The Last 7 Days,2800000,1:47,1600000,2025,Horror
1658,Not Easily Broken,2700000,1:40,1600000,2009,"Drama,Romance"
1680,The Unholy,2700000,1:39,1600000,2021,"Drama,Horror,Mystery"
1627,A Tourist's Guide to Love,2600000,1:36,1600000,2023,"Adventure,Comedy,Romance"
1632,Capturing the Killer Nurse,2600000,1:35,1600000,2022,"Crime,Documentary"
1642,Hitchcock,2600000,1:38,1600000,2012,"Biography,Drama,Romance"
1645,Io e te dobbiamo parlare,2600000,1:40,1600000,2024,"Comedy,Crime"
1661,Overhaul,2600000,1:40,1600000,2023,"Action,Crime,Drama"
1662,Father There Is Only One,2600000,1:39,1600000,2019,"Comedy,Family"
1673,The Fundamentals of Caring,2600000,1:37,1600000,2016,"Comedy,Drama"
1676,The Package,2600000,1:35,1600000,2018,"Comedy,Thriller"
1681,The Wrath of God,2600000,1:38,1600000,2022,"Drama,Thriller"
1624,7 Prisoners,2500000,1:35,1600000,2021,"Crime,Drama"
1640,Good on Paper,2500000,1:34,1600000,2021,"Comedy,Romance"
1644,I'll See You in My Dreams,2500000,1:36,1600000,2015,"Comedy,Drama,Romance"
1626,A Quiet Place,2400000,1:31,1600000,2018,"Drama,Horror,Sci-Fi"
1646,Isn't It Romantic,2400000,1:29,1600000,2019,"Comedy,Fantasy,Musical"
1647,Jackass 4.5,2400000,1:31,1600000,2022,"Action,Comedy,Documentary"
1678,The Price of Nonna's Inheritance,2400000,1:30,1600000,2024,Comedy
1652,Malevolent,2300000,1:29,1600000,2018,"Horror,Mystery,Thriller"
1655,Men in Black II,2300000,1:28,1600000,2002,"Action,Adventure,Comedy"
1664,Rabbids Invasion: Mission to Mars,1900000,1:11,1600000,2019,"Animation,Comedy,Family"
1679,The Real Fatal Attraction,1500000,0:55,1600000,2025,Documentary
1629,An Elf's Story: The Elf on the Shelf,700000,0:26,1600000,2010,"Animation,Family,Fantasy"
1636,Elf Pets: Santa's Reindeer Rescue,700000,0:27,1600000,2020,"Family,Short"
1729,RRR,4600000,3:06,1500000,2022,"Action,Adventure,Drama"
1708,Dunki,3900000,2:40,1500000,2023,"Action,Adventure,Comedy"
1753,Zindagi Na Milegi Dobara,3900000,2:34,1500000,2011,"Comedy,Drama,Musical"
1688,11 Rebels,3800000,2:35,1500000,2024,"Action,Drama,History"
1741,The Last Days of American Crime,3700000,2:29,1500000,2020,"Action,Crime,Drama"
1690,22-Jul,3500000,2:24,1500000,2018,"Crime,Drama,History"
1697,Anweshippin Kandethum,3500000,2:23,1500000,2024,"Crime,Drama,Mystery"
1696,Angels & Demons,3400000,2:19,1500000,2009,"Mystery,Thriller"
1704,Darlings,3400000,2:15,1500000,2022,"Comedy,Drama,Thriller"
1727,Pedro Páramo,3400000,2:12,1500000,2024,"Drama,Fantasy,Horror"
1701,Bohemian Rhapsody,3300000,2:15,1500000,2018,"Biography,Drama,Music"
1721,Million Dollar Baby,3300000,2:13,1500000,2004,"Drama,Sport"
1726,Parasite,3300000,2:12,1500000,2019,"Drama,Thriller"
1742,The Lost World: Jurassic Park,3300000,2:09,1500000,1997,"Action,Adventure,Sci-Fi"
1702,Bone Tomahawk,3200000,2:07,1500000,2015,"Drama,Horror,Western"
1710,Hold the Dark,3200000,2:06,1500000,2018,"Action,Crime,Drama"
1712,Ipar Adalah Maut,3200000,2:11,1500000,2024,"Drama,Romance"
1714,Kleks Academy,3200000,2:07,1500000,2023,Fantasy
1722,Moonfall,3200000,2:11,1500000,2022,"Action,Adventure,Sci-Fi"
1744,The Pirates: The Last Royal Treasure,3200000,2:06,1500000,2022,"Action,Adventure,Comedy"
1747,The Whole Truth,3200000,2:06,1500000,2021,"Drama,Horror,Mystery"
1751,Ulajh,3200000,2:09,1500000,2024,"Crime,Drama,Thriller"
1695,All Day and a Night,3100000,2:02,1500000,2020,Drama
1707,Don't Worry Darling,3000000,2:03,1500000,2022,"Drama,Mystery,Thriller"
1732,Riddick,2900000,1:59,1500000,2013,"Action,Adventure,Sci-Fi"
1733,Run All Night,2900000,1:54,1500000,2015,"Action,Crime,Thriller"
1698,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,2800000,1:49,1500000,2020,"Action,Comedy,Crime"
1717,Letters to God,2800000,1:49,1500000,2010,Drama
1738,Speak No Evil,2800000,1:50,1500000,2024,"Drama,Horror,Thriller"
1743,The Nun II,2800000,1:50,1500000,2023,"Horror,Mystery,Thriller"
1752,War Dogs,2800000,1:54,1500000,2016,"Biography,Comedy,Crime"
46,Simarik,2800000,1:51,1500000,2024,"Comedy,Drama"
1694,After We Collided,2700000,1:45,1500000,2020,"Drama,Romance"
1730,Reindeer Games,2700000,1:45,1500000,2000,"Action,Crime,Thriller"
1745,The Siege of Jadotville,2700000,1:48,1500000,2016,"Action,Drama,Thriller"
1748,The Wonder,2700000,1:50,1500000,2022,"Drama,Mystery,Thriller"
1749,To the Bone,2700000,1:48,1500000,2017,Drama
1716,Late Night,2600000,1:42,1500000,2019,"Comedy,Drama"
1718,Little Italy,2600000,1:41,1500000,2018,"Comedy,Romance"
1725,October Sky,2600000,1:47,1500000,1999,"Biography,Drama,Family"
1735,Searching,2600000,1:42,1500000,2018,"Drama,Mystery,Thriller"
1739,Teenage Mutant Ninja Turtles,2600000,1:43,1500000,2014,"Action,Adventure,Comedy"
1689,1992,2500000,1:37,1500000,2022,"Action,Drama,Thriller"
1703,Changing Lanes,2500000,1:39,1500000,2002,"Drama,Thriller"
45,Demi soeurs,2500000,1:41,1500000,2018,Comedy
1706,Dirty Money,2500000,1:40,1500000,2024,"Action,Crime"
1719,Love Tactics,2500000,1:39,1500000,2022,"Comedy,Romance"
1720,Mean Girls 2,2500000,1:38,1500000,2011,"Comedy,Drama"
1731,Return to the Blue Lagoon,2500000,1:42,1500000,1991,"Adventure,Drama,Romance"
1737,Sorop,2500000,1:43,1500000,2024,"Horror,Thriller"
1746,The Titan,2500000,1:38,1500000,2018,"Drama,Mystery,Romance"
1711,In Her Place,2400000,1:36,1500000,2024,"Crime,Drama,History"
1713,Kill Me If You Dare,2400000,1:34,1500000,2024,"Comedy,Romance"
1736,Sleep Paralysis,2400000,1:36,1500000,2025,Horror
1750,Too Old for Fairy Tales 2,2400000,1:35,1500000,2024,Family
1687,#LadyRancho,2300000,1:32,1500000,2018,Comedy
1692,About My Father,2300000,1:30,1500000,2023,Comedy
1693,Addams Family Values,2300000,1:35,1500000,1993,"Comedy,Fantasy"
1699,Blood and Bone,2300000,1:33,1500000,2009,"Action,Crime,Drama"
1700,Blue Lagoon: The Awakening,2300000,1:30,1500000,2012,"Drama,Romance"
1709,Good Boys,2300000,1:30,1500000,2019,"Adventure,Comedy"
1728,Point Blank,2200000,1:27,1500000,2019,"Action,Crime,Drama"
44,Paris Christmas Waltz,2100000,1:25,1500000,2023,"Drama,Music,Romance"
1723,My Boss's Daughter,2100000,1:26,1500000,2003,"Comedy,Romance"
1734,Sahara,2100000,1:26,1500000,2017,"Adventure,Animation,Comedy"
1715,Kromoleo,2000000,1:20,1500000,2024,Horror
1724,Mysteries of the Terracotta Warriors,1900000,1:18,1500000,2024,"Documentary,History"
1740,The Blue Drum,400000,0:16,1500000,2022,"Horror,Short"
1803,Schindler's List,4400000,3:15,1400000,1993,"Biography,Drama,History"
1788,It: Chapter Two,4000000,2:50,1400000,2019,"Drama,Fantasy,Horror"
1800,Race 3,3800000,2:39,1400000,2018,"Action,Thriller"
1756,Article 370,3700000,2:37,1400000,2024,"Action,Drama,Thriller"
1799,Pulp Fiction,3700000,2:34,1400000,1994,"Crime,Drama"
1777,God's Crooked Lines,3500000,2:34,1400000,2022,"Drama,Mystery,Thriller"
1764,Creation of the Gods I: Kingdom of Storms,3400000,2:28,1400000,2023,"Action,Adventure,Drama"
1776,Furioza,3400000,2:21,1400000,2021,"Action,Crime,Drama"
1779,Gone Girl,3400000,2:29,1400000,2014,"Drama,Mystery,Thriller"
1794,Molly's Game,3400000,2:21,1400000,2017,"Biography,Crime,Drama"
1791,Just Mercy,3200000,2:17,1400000,2019,"Biography,Crime,Drama"
1804,Shazam! Fury of the Gods,3100000,2:10,1400000,2023,"Action,Adventure,Comedy"
1774,Fantastic Beasts and Where to Find Them,3000000,2:13,1400000,2016,"Adventure,Family,Fantasy"
